,Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Periodo,Total,Año,Mes,Nom_mes
3831,Total Nacional,01 Andalucía,04 Almería,Viajero,2022M01,31.298,2022,1,Enero
3832,Total Nacional,01 Andalucía,04 Almería,Viajero,2021M12,40.045,2021,12,Diciembre
3833,Total Nacional,01 Andalucía,04 Almería,Viajero,2021M11,43.218,2021,11,Noviembre
3834,Total Nacional,01 Andalucía,04 Almería,Viajero,2021M10,89.887,2021,10,Octubre
3835,Total Nacional,01 Andalucía,04 Almería,Viajero,2021M09,159.971,2021,9,Septiembre
3836,Total Nacional,01 Andalucía,04 Almería,Viajero,2021M08,230.005,2021,8,Agosto
3837,Total Nacional,01 Andalucía,04 Almería,Viajero,2021M07,189.514,2021,7,Julio
3838,Total Nacional,01 Andalucía,04 Almería,Viajero,2021M06,118.490,2021,6,Junio
3839,Total Nacional,01 Andalucía,04 Almería,Viajero,2021M05,43.071,2021,5,Mayo
3840,Total Nacional,01 Andalucía,04 Almería,Viajero,2021M04,19.595,2021,4,Abril
3841,Total Nacional,01 Andalucía,04 Almería,Viajero,2021M03,17.400,2021,3,Marzo
3842,Total Nacional,01 Andalucía,04 Almería,Viajero,2021M02,12.479,2021,2,Febrero
3843,Total Nacional,01 Andalucía,04 Almería,Viajero,2021M01,12.705,2021,1,Enero
3844,Total Nacional,01 Andalucía,04 Almería,Viajero,2020M12,13.488,2020,12,Diciembre
3845,Total Nacional,01 Andalucía,04 Almería,Viajero,2020M11,15.850,2020,11,Noviembre
3846,Total Nacional,01 Andalucía,04 Almería,Viajero,2020M10,38.261,2020,10,Octubre
3847,Total Nacional,01 Andalucía,04 Almería,Viajero,2020M09,76.237,2020,9,Septiembre
3848,Total Nacional,01 Andalucía,04 Almería,Viajero,2020M08,131.407,2020,8,Agosto
3849,Total Nacional,01 Andalucía,04 Almería,Viajero,2020M07,101.478,2020,7,Julio
3850,Total Nacional,01 Andalucía,04 Almería,Viajero,2020M06,28.156,2020,6,Junio
3851,Total Nacional,01 Andalucía,04 Almería,Viajero,2020M05,1.274,2020,5,Mayo
3852,Total Nacional,01 Andalucía,04 Almería,Viajero,2020M04,0,2020,4,Abril
3853,Total Nacional,01 Andalucía,04 Almería,Viajero,2020M03,32.268,2020,3,Marzo
3854,Total Nacional,01 Andalucía,04 Almería,Viajero,2020M02,71.362,2020,2,Febrero
3855,Total Nacional,01 Andalucía,04 Almería,Viajero,2020M01,42.401,2020,1,Enero
3856,Total Nacional,01 Andalucía,04 Almería,Viajero,2019M12,52.376,2019,12,Diciembre
3857,Total Nacional,01 Andalucía,04 Almería,Viajero,2019M11,60.541,2019,11,Noviembre
3858,Total Nacional,01 Andalucía,04 Almería,Viajero,2019M10,97.045,2019,10,Octubre
3859,Total Nacional,01 Andalucía,04 Almería,Viajero,2019M09,175.490,2019,9,Septiembre
3860,Total Nacional,01 Andalucía,04 Almería,Viajero,2019M08,263.775,2019,8,Agosto
3861,Total Nacional,01 Andalucía,04 Almería,Viajero,2019M07,234.256,2019,7,Julio
3862,Total Nacional,01 Andalucía,04 Almería,Viajero,2019M06,195.532,2019,6,Junio
3863,Total Nacional,01 Andalucía,04 Almería,Viajero,2019M05,128.109,2019,5,Mayo
3864,Total Nacional,01 Andalucía,04 Almería,Viajero,2019M04,106.538,2019,4,Abril
3865,Total Nacional,01 Andalucía,04 Almería,Viajero,2019M03,80.938,2019,3,Marzo
3866,Total Nacional,01 Andalucía,04 Almería,Viajero,2019M02,59.527,2019,2,Febrero
3867,Total Nacional,01 Andalucía,04 Almería,Viajero,2019M01,38.783,2019,1,Enero
3868,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M12,48.923,2018,12,Diciembre
3869,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M11,60.133,2018,11,Noviembre
3870,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M10,112.690,2018,10,Octubre
3871,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M09,187.207,2018,9,Septiembre
3872,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M08,263.093,2018,8,Agosto
3873,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M07,221.138,2018,7,Julio
3874,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M06,183.840,2018,6,Junio
3875,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M05,125.191,2018,5,Mayo
3876,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M04,104.833,2018,4,Abril
3877,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M03,88.773,2018,3,Marzo
3878,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M02,59.124,2018,2,Febrero
3879,Total Nacional,01 Andalucía,04 Almería,Viajero,2018M01,37.941,2018,1,Enero
3880,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M12,52.557,2017,12,Diciembre
3881,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M11,55.925,2017,11,Noviembre
3882,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M10,103.146,2017,10,Octubre
3883,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M09,175.567,2017,9,Septiembre
3884,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M08,219.463,2017,8,Agosto
3885,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M07,215.630,2017,7,Julio
3886,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M06,175.445,2017,6,Junio
3887,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M05,117.006,2017,5,Mayo
3888,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M04,114.662,2017,4,Abril
3889,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M03,77.091,2017,3,Marzo
3890,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M02,59.417,2017,2,Febrero
3891,Total Nacional,01 Andalucía,04 Almería,Viajero,2017M01,41.313,2017,1,Enero
3892,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M12,43.192,2016,12,Diciembre
3893,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M11,54.177,2016,11,Noviembre
3894,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M10,95.959,2016,10,Octubre
3895,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M09,173.007,2016,9,Septiembre
3896,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M08,221.253,2016,8,Agosto
3897,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M07,217.402,2016,7,Julio
3898,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M06,168.066,2016,6,Junio
3899,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M05,117.497,2016,5,Mayo
3900,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M04,90.567,2016,4,Abril
3901,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M03,88.164,2016,3,Marzo
3902,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M02,64.604,2016,2,Febrero
3903,Total Nacional,01 Andalucía,04 Almería,Viajero,2016M01,41.719,2016,1,Enero
3904,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M12,47.151,2015,12,Diciembre
3905,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M11,46.122,2015,11,Noviembre
3906,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M10,80.584,2015,10,Octubre
3907,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M09,156.107,2015,9,Septiembre
3908,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M08,224.334,2015,8,Agosto
3909,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M07,201.085,2015,7,Julio
3910,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M06,161.312,2015,6,Junio
3911,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M05,96.315,2015,5,Mayo
3912,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M04,84.834,2015,4,Abril
3913,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M03,70.307,2015,3,Marzo
3914,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M02,53.210,2015,2,Febrero
3915,Total Nacional,01 Andalucía,04 Almería,Viajero,2015M01,33.562,2015,1,Enero
3916,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M12,44.841,2014,12,Diciembre
3917,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M11,46.692,2014,11,Noviembre
3918,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M10,77.899,2014,10,Octubre
3919,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M09,143.906,2014,9,Septiembre
3920,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M08,207.955,2014,8,Agosto
3921,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M07,173.883,2014,7,Julio
3922,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M06,142.759,2014,6,Junio
3923,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M05,85.376,2014,5,Mayo
3924,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M04,85.914,2014,4,Abril
3925,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M03,62.701,2014,3,Marzo
3926,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M02,50.333,2014,2,Febrero
3927,Total Nacional,01 Andalucía,04 Almería,Viajero,2014M01,33.330,2014,1,Enero
3928,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M12,34.294,2013,12,Diciembre
3929,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M11,41.191,2013,11,Noviembre
3930,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M10,69.072,2013,10,Octubre
3931,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M09,128.858,2013,9,Septiembre
3932,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M08,198.198,2013,8,Agosto
3933,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M07,166.535,2013,7,Julio
3934,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M06,123.431,2013,6,Junio
3935,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M05,85.644,2013,5,Mayo
3936,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M04,65.400,2013,4,Abril
3937,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M03,68.834,2013,3,Marzo
3938,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M02,44.957,2013,2,Febrero
3939,Total Nacional,01 Andalucía,04 Almería,Viajero,2013M01,31.277,2013,1,Enero
5688,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2025M04,259.883,2025,4,Abril
5689,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2025M03,147.453,2025,3,Marzo
5690,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2025M02,127.353,2025,2,Febrero
5691,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2025M01,100.095,2025,1,Enero
5692,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M12,123.395,2024,12,Diciembre
5693,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M11,140.183,2024,11,Noviembre
5694,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M10,251.255,2024,10,Octubre
5695,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M09,322.959,2024,9,Septiembre
5696,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M08,364.584,2024,8,Agosto
5697,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M07,341.253,2024,7,Julio
5698,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M06,320.439,2024,6,Junio
5699,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M05,328.708,2024,5,Mayo
5700,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M04,251.066,2024,4,Abril
5701,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M03,182.461,2024,3,Marzo
5702,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M02,138.223,2024,2,Febrero
5703,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2024M01,97.523,2024,1,Enero
5704,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M12,126.224,2023,12,Diciembre
5705,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M11,133.529,2023,11,Noviembre
5706,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M10,266.081,2023,10,Octubre
5707,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M09,314.938,2023,9,Septiembre
5708,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M08,398.702,2023,8,Agosto
5709,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M07,381.023,2023,7,Julio
5710,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M06,324.699,2023,6,Junio
5711,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M05,279.090,2023,5,Mayo
5712,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M04,284.665,2023,4,Abril
5713,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M03,157.080,2023,3,Marzo
5714,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M02,131.043,2023,2,Febrero
5715,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2023M01,91.940,2023,1,Enero
5716,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M12,107.834,2022,12,Diciembre
5717,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M11,123.488,2022,11,Noviembre
5718,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M10,233.672,2022,10,Octubre
5719,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M09,316.371,2022,9,Septiembre
5720,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M08,375.881,2022,8,Agosto
5721,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M07,380.127,2022,7,Julio
5722,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M06,326.726,2022,6,Junio
5723,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M05,286.803,2022,5,Mayo
5724,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M04,240.758,2022,4,Abril
5725,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M03,125.866,2022,3,Marzo
5726,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M02,107.541,2022,2,Febrero
5727,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2022M01,66.711,2022,1,Enero
5728,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M12,87.948,2021,12,Diciembre
5729,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M11,103.726,2021,11,Noviembre
5730,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M10,204.948,2021,10,Octubre
5731,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M09,279.774,2021,9,Septiembre
5732,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M08,347.275,2021,8,Agosto
5733,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M07,338.840,2021,7,Julio
5734,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M06,253.511,2021,6,Junio
5735,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M05,146.286,2021,5,Mayo
5736,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M04,47.099,2021,4,Abril
5737,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M03,40.397,2021,3,Marzo
5738,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M02,30.123,2021,2,Febrero
5739,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2021M01,27.196,2021,1,Enero
5740,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M12,35.699,2020,12,Diciembre
5741,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M11,29.177,2020,11,Noviembre
5742,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M10,89.192,2020,10,Octubre
5743,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M09,165.208,2020,9,Septiembre
5744,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M08,285.040,2020,8,Agosto
5745,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M07,232.826,2020,7,Julio
5746,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M06,66.416,2020,6,Junio
5747,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M05,4.003,2020,5,Mayo
5748,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M04,0,2020,4,Abril
5749,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M03,72.385,2020,3,Marzo
5750,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M02,154.330,2020,2,Febrero
5751,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2020M01,99.481,2020,1,Enero
5752,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M12,123.166,2019,12,Diciembre
5753,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M11,132.940,2019,11,Noviembre
5754,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M10,248.441,2019,10,Octubre
5755,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M09,308.278,2019,9,Septiembre
5756,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M08,375.349,2019,8,Agosto
5757,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M07,358.654,2019,7,Julio
5758,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M06,307.993,2019,6,Junio
5759,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M05,286.684,2019,5,Mayo
5760,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M04,245.551,2019,4,Abril
5761,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M03,176.231,2019,3,Marzo
5762,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M02,130.732,2019,2,Febrero
5763,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2019M01,97.967,2019,1,Enero
5764,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M12,119.691,2018,12,Diciembre
5765,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M11,127.887,2018,11,Noviembre
5766,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M10,259.132,2018,10,Octubre
5767,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M09,303.930,2018,9,Septiembre
5768,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M08,372.945,2018,8,Agosto
5769,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M07,319.586,2018,7,Julio
5770,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M06,289.911,2018,6,Junio
5771,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M05,263.318,2018,5,Mayo
5772,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M04,209.417,2018,4,Abril
5773,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M03,161.014,2018,3,Marzo
5774,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M02,130.248,2018,2,Febrero
5775,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2018M01,91.028,2018,1,Enero
5776,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M12,109.175,2017,12,Diciembre
5777,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M11,117.500,2017,11,Noviembre
5778,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M10,239.091,2017,10,Octubre
5779,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M09,282.521,2017,9,Septiembre
5780,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M08,343.245,2017,8,Agosto
5781,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M07,325.682,2017,7,Julio
5782,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M06,292.977,2017,6,Junio
5783,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M05,261.547,2017,5,Mayo
5784,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M04,246.325,2017,4,Abril
5785,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M03,145.183,2017,3,Marzo
5786,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M02,119.263,2017,2,Febrero
5787,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2017M01,83.733,2017,1,Enero
5788,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M12,95.548,2016,12,Diciembre
5789,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M11,100.730,2016,11,Noviembre
5790,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M10,233.823,2016,10,Octubre
5791,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M09,267.626,2016,9,Septiembre
5792,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M08,335.316,2016,8,Agosto
5793,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M07,330.748,2016,7,Julio
5794,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M06,293.608,2016,6,Junio
5795,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M05,244.121,2016,5,Mayo
5796,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M04,199.597,2016,4,Abril
5797,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M03,166.583,2016,3,Marzo
5798,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M02,121.437,2016,2,Febrero
5799,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2016M01,74.118,2016,1,Enero
5800,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M12,97.037,2015,12,Diciembre
5801,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M11,103.751,2015,11,Noviembre
5802,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M10,211.162,2015,10,Octubre
5803,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M09,257.729,2015,9,Septiembre
5804,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M08,325.969,2015,8,Agosto
5805,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M07,301.398,2015,7,Julio
5806,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M06,267.623,2015,6,Junio
5807,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M05,245.705,2015,5,Mayo
5808,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M04,195.277,2015,4,Abril
5809,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M03,120.663,2015,3,Marzo
5810,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M02,106.162,2015,2,Febrero
5811,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2015M01,64.072,2015,1,Enero
5812,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M12,89.132,2014,12,Diciembre
5813,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M11,85.672,2014,11,Noviembre
5814,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M10,179.882,2014,10,Octubre
5815,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M09,238.670,2014,9,Septiembre
5816,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M08,336.263,2014,8,Agosto
5817,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M07,278.929,2014,7,Julio
5818,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M06,233.693,2014,6,Junio
5819,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M05,223.734,2014,5,Mayo
5820,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M04,167.828,2014,4,Abril
5821,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M03,113.031,2014,3,Marzo
5822,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M02,91.631,2014,2,Febrero
5823,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2014M01,60.841,2014,1,Enero
5824,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M12,84.904,2013,12,Diciembre
5825,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M11,94.340,2013,11,Noviembre
5826,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M10,183.419,2013,10,Octubre
5827,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M09,254.395,2013,9,Septiembre
5828,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M08,337.956,2013,8,Agosto
5829,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M07,288.377,2013,7,Julio
5830,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M06,250.350,2013,6,Junio
5831,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M05,220.452,2013,5,Mayo
5832,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M04,159.262,2013,4,Abril
5833,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M03,139.968,2013,3,Marzo
5834,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M02,107.600,2013,2,Febrero
5835,Total Nacional,01 Andalucía,11 Cádiz,Viajero,2013M01,58.561,2013,1,Enero
7584,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2025M04,121.701,2025,4,Abril
7585,Total Nacional,01 Andalucía,14 Córdoba,Viajero,2025M03,98.204,2025,3,Marzo
